;label;text
1547;2;"I am extremely tired. There are so many deadlines coming up, and they said all the final exams will be offline. I feel a bit pressured as a fifth semester student. At first I thought, ""Ah, every semester is the same,"" but no, it really is this exhausting."
1548;2;Expensive tuition fees, but opening PowerPoint files on Newbinusmaya is difficult.
1549;1;I feel like skipping class during the research methods lesson because the lecturer's mood is unpredictable.
1550;2;Why is my class always LA01? Semester 1: LA01, Semester 2: LA01, Semester 3: LA01, Semester 4: LA01. I feel like I am eternally in LA01.
1551;2;Is Binus not planning to provide a shuttle bus for students who often use public transportation or live in housing areas around Green Sedayu? How can the facilities be worse than those at universities ranked below Binus?
1552;1;Is it allowed for a Christian to marry a Catholic?
1553;1;It must have been love, but it is over now.
1554;0;What does flexing mean?
1555;1;For those in semester 7 who are taking their thesis but still have not submitted the softcover until now, where are you?
1556;2;CBL CBL CBL I am extremely tired.
1557;1;Does anyone want to play Valorant together? All my gaming
1558;2;Nowadays, every time I go out, even after disinfecting everything, taking a shower twice after coming home, and spraying my belongings many times with disinfectant, I still feel extremely paranoid.
1559;2;Sometimes I am confused by people who ask about our ideal type. When asked about that, of course everyone would want someone perfect. Even if you only mention a few traits like wanting someone beautiful, of the same faith, tall, kind, fair-skinned, with a sharp nose — is that all? Do you not want a smart partner? Do you not want someone wealthy? Do you not want someone loyal who would not betray you? Do you not want someone who accepts you just the way you are?
1560;1;Friends, I need some advice. So, one of my team members is willing to do the tasks when divided, but during discussions, every time I ask something, no one responds. For example, when I was working on Google Form questions and got confused about what to ask, I asked in the group, but no one replied. What should I do to deal with this?
1561;1;We have already said we love each other, held hands, walked arm in arm, but our status is just friends. That is truly ridiculous.
1562;2;"Have you ever finished eating and then were told to eat again? Then, after that, they say ""why are you so fat?"" But if you slim down, they say ""why are you so skinny?"" That is so frustrating."
1563;1;Crossing out friends who do not contribute in a group is not that easy, remember that, people of SunibCurhat.
1564;0;I do not need a map or GPS, because when I am with you, I already know where I want to go.
1565;1;I have experienced something like this before, but in the version where I had to speak Mandarin.
1566;2;I would like to ask, for those who got the CB course last even semester, how were the conserve hours? Did they appear? I am very confused since the grades have been out for a while, but the hours are still not showing up.
1567;2;Everyone, I would like to ask, does anyone know of any active groups where I can share my research questionnaire and get help in filling it out?
1568;1;Just sad for no reason
1569;0;I will go back to admiring my fictional crush.
1570;2;Are there any seat recommendations at Binus to avoid being called on by the lecturer?
1571;2;Why is SunibCurhat not accessible on laptops or PCs?
1572;1;When you brush your teeth, do you also brush your tongue?
1573;0;Happy Teacher's Day to all lecturers.
1574;2;Oh no, why does my body feel unwell during midterm weeks? I want to do my midterms, but my eyes and head hurt so much.
1575;2;I stayed up late for three days in a row for the midterms. And it is still not finished. I might as well give up.
1576;1;What do you think about Binus going fully onsite while COVID cases are rising again? I would like to know your opinions.
